,#,Name,Type,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
5313,"


0369",Relicanth,Water Rock,485,100,90,130,45,65,55
5314,"


0370",Luvdisc,Water ,330,43,30,55,40,65,97
5315,"


0371",Bagon,Dragon ,300,45,75,60,40,30,50
5316,"


0372",Shelgon,Dragon ,420,65,95,100,60,50,50
5317,"


0373",Salamence,Dragon Flying,600,95,135,80,110,80,100
5318,"


0373",Salamence Mega Salamence,Dragon Flying,700,95,145,130,120,90,120
5319,"


0374",Beldum,Steel Psychic,300,40,55,80,35,60,30
5320,"


0375",Metang,Steel Psychic,420,60,75,100,55,80,50
5321,"


0376",Metagross,Steel Psychic,600,80,135,130,95,90,70
5322,"


0376",Metagross Mega Metagross,Steel Psychic,700,80,145,150,105,110,110
5323,"


0377",Regirock,Rock ,580,80,100,200,50,100,50
5324,"


0378",Regice,Ice ,580,80,50,100,100,200,50
5325,"


0379",Registeel,Steel ,580,80,75,150,75,150,50
5326,"


0380",Latias,Dragon Psychic,600,80,80,90,110,130,110
5327,"


0380",Latias Mega Latias,Dragon Psychic,700,80,100,120,140,150,110
5328,"


0381",Latios,Dragon Psychic,600,80,90,80,130,110,110
5329,"


0381",Latios Mega Latios,Dragon Psychic,700,80,130,100,160,120,110
5330,"


0382",Kyogre,Water ,670,100,100,90,150,140,90
5331,"


0382",Kyogre Primal Kyogre,Water ,770,100,150,90,180,160,90
5332,"


0383",Groudon,Ground ,670,100,150,140,100,90,90
5333,"


0383",Groudon Primal Groudon,Ground Fire,770,100,180,160,150,90,90
5334,"


0384",Rayquaza,Dragon Flying,680,105,150,90,150,90,95
5335,"


0384",Rayquaza Mega Rayquaza,Dragon Flying,780,105,180,100,180,100,115
5336,"


0385",Jirachi,Steel Psychic,600,100,100,100,100,100,100
5337,"


0386",Deoxys Normal Forme,Psychic ,600,50,150,50,150,50,150
5338,"


0386",Deoxys Attack Forme,Psychic ,600,50,180,20,180,20,150
5339,"


0386",Deoxys Defense Forme,Psychic ,600,50,70,160,70,160,90
5340,"


0386",Deoxys Speed Forme,Psychic ,600,50,95,90,95,90,180
5341,"


0387",Turtwig,Grass ,318,55,68,64,45,55,31
5342,"


0388",Grotle,Grass ,405,75,89,85,55,65,36
5343,"


0389",Torterra,Grass Ground,525,95,109,105,75,85,56
5344,"


0390",Chimchar,Fire ,309,44,58,44,58,44,61
5345,"


0391",Monferno,Fire Fighting,405,64,78,52,78,52,81
5346,"


0392",Infernape,Fire Fighting,534,76,104,71,104,71,108
5347,"


0393",Piplup,Water ,314,53,51,53,61,56,40
5348,"


0394",Prinplup,Water ,405,64,66,68,81,76,50
5349,"


0395",Empoleon,Water Steel,530,84,86,88,111,101,60
5350,"


0396",Starly,Normal Flying,245,40,55,30,30,30,60
5351,"


0397",Staravia,Normal Flying,340,55,75,50,40,40,80
5352,"


0398",Staraptor,Normal Flying,485,85,120,70,50,60,100
5353,"


0399",Bidoof,Normal ,250,59,45,40,35,40,31
5354,"


0400",Bibarel,Normal Water,410,79,85,60,55,60,71
5355,"


0401",Kricketot,Bug ,194,37,25,41,25,41,25
5356,"


0402",Kricketune,Bug ,384,77,85,51,55,51,65
5357,"


0403",Shinx,Electric ,263,45,65,34,40,34,45
5358,"


0404",Luxio,Electric ,363,60,85,49,60,49,60
5359,"


0405",Luxray,Electric ,523,80,120,79,95,79,70
5360,"


0406",Budew,Grass Poison,280,40,30,35,50,70,55
5361,"


0407",Roserade,Grass Poison,515,60,70,65,125,105,90
5362,"


0408",Cranidos,Rock ,350,67,125,40,30,30,58
5363,"


0409",Rampardos,Rock ,495,97,165,60,65,50,58
5364,"


0410",Shieldon,Rock Steel,350,30,42,118,42,88,30
5365,"


0411",Bastiodon,Rock Steel,495,60,52,168,47,138,30
5366,"


0412",Burmy Plant Cloak,Bug ,224,40,29,45,29,45,36
5367,"


0412",Burmy Sandy Cloak,Bug ,224,40,29,45,29,45,36
5368,"


0412",Burmy Trash Cloak,Bug ,224,40,29,45,29,45,36
5369,"


0413",Wormadam Plant Cloak,Bug Grass,424,60,59,85,79,105,36
5370,"


0413",Wormadam Sandy Cloak,Bug Ground,424,60,79,105,59,85,36
5371,"


0413",Wormadam Trash Cloak,Bug Steel,424,60,69,95,69,95,36
5372,"


0414",Mothim,Bug Flying,424,70,94,50,94,50,66
5373,"


0415",Combee,Bug Flying,244,30,30,42,30,42,70
5374,"


0416",Vespiquen,Bug Flying,474,70,80,102,80,102,40
5375,"


0417",Pachirisu,Electric ,405,60,45,70,45,90,95
5376,"


0418",Buizel,Water ,330,55,65,35,60,30,85
5377,"


0419",Floatzel,Water ,495,85,105,55,85,50,115
5378,"


0420",Cherubi,Grass ,275,45,35,45,62,53,35
5379,"


0421",Cherrim,Grass ,450,70,60,70,87,78,85
5380,"


0422",Shellos,Water ,325,76,48,48,57,62,34
5381,"


0423",Gastrodon,Water Ground,475,111,83,68,92,82,39
5382,"


0424",Ambipom,Normal ,482,75,100,66,60,66,115
5383,"


0425",Drifloon,Ghost Flying,348,90,50,34,60,44,70
5384,"


0426",Drifblim,Ghost Flying,498,150,80,44,90,54,80
5385,"


0427",Buneary,Normal ,350,55,66,44,44,56,85
5386,"


0428",Lopunny,Normal ,480,65,76,84,54,96,105
5387,"


0428",Lopunny Mega Lopunny,Normal Fighting,580,65,136,94,54,96,135
5388,"


0429",Mismagius,Ghost ,495,60,60,60,105,105,105
5389,"


0430",Honchkrow,Dark Flying,505,100,125,52,105,52,71
5390,"


0431",Glameow,Normal ,310,49,55,42,42,37,85
5391,"


0432",Purugly,Normal ,452,71,82,64,64,59,112
5392,"


0433",Chingling,Psychic ,285,45,30,50,65,50,45
5393,"


0434",Stunky,Poison Dark,329,63,63,47,41,41,74
5394,"


0435",Skuntank,Poison Dark,479,103,93,67,71,61,84
5395,"


0436",Bronzor,Steel Psychic,300,57,24,86,24,86,23
5396,"


0437",Bronzong,Steel Psychic,500,67,89,116,79,116,33
5397,"


0438",Bonsly,Rock ,290,50,80,95,10,45,10
5398,"


0439",Mime Jr.,Psychic Fairy,310,20,25,45,70,90,60
5399,"


0440",Happiny,Normal ,220,100,5,5,15,65,30
5400,"


0441",Chatot,Normal Flying,411,76,65,45,92,42,91
5401,"


0442",Spiritomb,Ghost Dark,485,50,92,108,92,108,35
5402,"


0443",Gible,Dragon Ground,300,58,70,45,40,45,42
5403,"


0444",Gabite,Dragon Ground,410,68,90,65,50,55,82
5404,"


0445",Garchomp,Dragon Ground,600,108,130,95,80,85,102
5405,"


0445",Garchomp Mega Garchomp,Dragon Ground,700,108,170,115,120,95,92
5406,"


0446",Munchlax,Normal ,390,135,85,40,40,85,5
5407,"


0447",Riolu,Fighting ,285,40,70,40,35,40,60
5408,"


0448",Lucario,Fighting Steel,525,70,110,70,115,70,90
5409,"


0448",Lucario Mega Lucario,Fighting Steel,625,70,145,88,140,70,112
5410,"


0449",Hippopotas,Ground ,330,68,72,78,38,42,32
5411,"


0450",Hippowdon,Ground ,525,108,112,118,68,72,47
5412,"


0451",Skorupi,Poison Bug,330,40,50,90,30,55,65
5413,"


0452",Drapion,Poison Dark,500,70,90,110,60,75,95
5414,"


0453",Croagunk,Poison Fighting,300,48,61,40,61,40,50
5415,"


0454",Toxicroak,Poison Fighting,490,83,106,65,86,65,85
5416,"


0455",Carnivine,Grass ,454,74,100,72,90,72,46
5417,"


0456",Finneon,Water ,330,49,49,56,49,61,66
5418,"


0457",Lumineon,Water ,460,69,69,76,69,86,91
5419,"


0458",Mantyke,Water Flying,345,45,20,50,60,120,50
5420,"


0459",Snover,Grass Ice,334,60,62,50,62,60,40
5421,"


0460",Abomasnow,Grass Ice,494,90,92,75,92,85,60
5422,"


0460",Abomasnow Mega Abomasnow,Grass Ice,594,90,132,105,132,105,30
5423,"


0461",Weavile,Dark Ice,510,70,120,65,45,85,125
5424,"


0462",Magnezone,Electric Steel,535,70,70,115,130,90,60
5425,"


0463",Lickilicky,Normal ,515,110,85,95,80,95,50
5426,"


0464",Rhyperior,Ground Rock,535,115,140,130,55,55,40
5427,"


0465",Tangrowth,Grass ,535,100,100,125,110,50,50
5428,"


0466",Electivire,Electric ,540,75,123,67,95,85,95
5429,"


0467",Magmortar,Fire ,540,75,95,67,125,95,83
5430,"


0468",Togekiss,Fairy Flying,545,85,50,95,120,115,80
5431,"


0469",Yanmega,Bug Flying,515,86,76,86,116,56,95
5432,"


0470",Leafeon,Grass ,525,65,110,130,60,65,95
5433,"


0471",Glaceon,Ice ,525,65,60,110,130,95,65
5434,"


0472",Gliscor,Ground Flying,510,75,95,125,45,75,95
5435,"


0473",Mamoswine,Ice Ground,530,110,130,80,70,60,80
5436,"


0474",Porygon-Z,Normal ,535,85,80,70,135,75,90
5437,"


0475",Gallade,Psychic Fighting,518,68,125,65,65,115,80
5438,"


0475",Gallade Mega Gallade,Psychic Fighting,618,68,165,95,65,115,110
5439,"


0476",Probopass,Rock Steel,525,60,55,145,75,150,40
5440,"


0477",Dusknoir,Ghost ,525,45,100,135,65,135,45
5441,"


0478",Froslass,Ice Ghost,480,70,80,70,80,70,110
5442,"


0479",Rotom,Electric Ghost,440,50,50,77,95,77,91
5443,"


0479",Rotom Heat Rotom,Electric Fire,520,50,65,107,105,107,86
5444,"


0479",Rotom Wash Rotom,Electric Water,520,50,65,107,105,107,86
5445,"


0479",Rotom Frost Rotom,Electric Ice,520,50,65,107,105,107,86
5446,"


0479",Rotom Fan Rotom,Electric Flying,520,50,65,107,105,107,86
5447,"


0479",Rotom Mow Rotom,Electric Grass,520,50,65,107,105,107,86
5448,"


0480",Uxie,Psychic ,580,75,75,130,75,130,95
5449,"


0481",Mesprit,Psychic ,580,80,105,105,105,105,80
5450,"


0482",Azelf,Psychic ,580,75,125,70,125,70,115
5451,"


0483",Dialga,Steel Dragon,680,100,120,120,150,100,90
5452,"


0483",Dialga Origin Forme,Steel Dragon,680,100,100,120,150,120,90
5453,"


0484",Palkia,Water Dragon,680,90,120,100,150,120,100
5454,"


0484",Palkia Origin Forme,Water Dragon,680,90,100,100,150,120,120
5455,"


0485",Heatran,Fire Steel,600,91,90,106,130,106,77
5456,"


0486",Regigigas,Normal ,670,110,160,110,80,110,100
5457,"


0487",Giratina Altered Forme,Ghost Dragon,680,150,100,120,100,120,90
5458,"


0487",Giratina Origin Forme,Ghost Dragon,680,150,120,100,120,100,90
5459,"


0488",Cresselia,Psychic ,580,120,70,110,75,120,85
5460,"


0489",Phione,Water ,480,80,80,80,80,80,80
5461,"


0490",Manaphy,Water ,600,100,100,100,100,100,100
5462,"


0491",Darkrai,Dark ,600,70,90,90,135,90,125
5463,"


0492",Shaymin Land Forme,Grass ,600,100,100,100,100,100,100
5464,"


0492",Shaymin Sky Forme,Grass Flying,600,100,103,75,120,75,127
5465,"


0493",Arceus,Normal ,720,120,120,120,120,120,120
5466,"


0494",Victini,Psychic Fire,600,100,100,100,100,100,100
5467,"


0495",Snivy,Grass ,308,45,45,55,45,55,63
5468,"


0496",Servine,Grass ,413,60,60,75,60,75,83
5469,"


0497",Serperior,Grass ,528,75,75,95,75,95,113
5470,"


0498",Tepig,Fire ,308,65,63,45,45,45,45
5471,"


0499",Pignite,Fire Fighting,418,90,93,55,70,55,55
5472,"


0500",Emboar,Fire Fighting,528,110,123,65,100,65,65
5473,"


0501",Oshawott,Water ,308,55,55,45,63,45,45
5474,"


0502",Dewott,Water ,413,75,75,60,83,60,60
5475,"


0503",Samurott,Water ,528,95,100,85,108,70,70
5476,"


0503",Samurott Hisuian Samurott,Water Dark,528,90,108,80,100,65,85
5477,"


0504",Patrat,Normal ,255,45,55,39,35,39,42
5478,"


0505",Watchog,Normal ,420,60,85,69,60,69,77
5479,"


0506",Lillipup,Normal ,275,45,60,45,25,45,55
5480,"


0507",Herdier,Normal ,370,65,80,65,35,65,60
5481,"


0508",Stoutland,Normal ,500,85,110,90,45,90,80
5482,"


0509",Purrloin,Dark ,281,41,50,37,50,37,66
5483,"


0510",Liepard,Dark ,446,64,88,50,88,50,106
5484,"


0511",Pansage,Grass ,316,50,53,48,53,48,64
5485,"


0512",Simisage,Grass ,498,75,98,63,98,63,101
5486,"


0513",Pansear,Fire ,316,50,53,48,53,48,64
5487,"


0514",Simisear,Fire ,498,75,98,63,98,63,101
5488,"


0515",Panpour,Water ,316,50,53,48,53,48,64
5489,"


0516",Simipour,Water ,498,75,98,63,98,63,101
5490,"


0517",Munna,Psychic ,292,76,25,45,67,55,24
5491,"


0518",Musharna,Psychic ,487,116,55,85,107,95,29
5492,"


0519",Pidove,Normal Flying,264,50,55,50,36,30,43
5493,"


0520",Tranquill,Normal Flying,358,62,77,62,50,42,65
5494,"


0521",Unfezant,Normal Flying,488,80,115,80,65,55,93
5495,"


0522",Blitzle,Electric ,295,45,60,32,50,32,76
5496,"


0523",Zebstrika,Electric ,497,75,100,63,80,63,116
5497,"


0524",Roggenrola,Rock ,280,55,75,85,25,25,15
5498,"


0525",Boldore,Rock ,390,70,105,105,50,40,20
5499,"


0526",Gigalith,Rock ,515,85,135,130,60,80,25
5500,"


0527",Woobat,Psychic Flying,323,65,45,43,55,43,72
5501,"


0528",Swoobat,Psychic Flying,425,67,57,55,77,55,114
5502,"


0529",Drilbur,Ground ,328,60,85,40,30,45,68
5503,"


0530",Excadrill,Ground Steel,508,110,135,60,50,65,88
5504,"


0531",Audino,Normal ,445,103,60,86,60,86,50
5505,"


0531",Audino Mega Audino,Normal Fairy,545,103,60,126,80,126,50
5506,"


0532",Timburr,Fighting ,305,75,80,55,25,35,35
5507,"


0533",Gurdurr,Fighting ,405,85,105,85,40,50,40
5508,"


0534",Conkeldurr,Fighting ,505,105,140,95,55,65,45
5509,"


0535",Tympole,Water ,294,50,50,40,50,40,64
5510,"


0536",Palpitoad,Water Ground,384,75,65,55,65,55,69
5511,"


0537",Seismitoad,Water Ground,509,105,95,75,85,75,74
5512,"


0538",Throh,Fighting ,465,120,100,85,30,85,45
5513,"


0539",Sawk,Fighting ,465,75,125,75,30,75,85
5514,"


0540",Sewaddle,Bug Grass,310,45,53,70,40,60,42
5515,"


0541",Swadloon,Bug Grass,380,55,63,90,50,80,42
5516,"


0542",Leavanny,Bug Grass,500,75,103,80,70,80,92
5517,"


0543",Venipede,Bug Poison,260,30,45,59,30,39,57
5518,"


0544",Whirlipede,Bug Poison,360,40,55,99,40,79,47
5519,"


0545",Scolipede,Bug Poison,485,60,100,89,55,69,112
5520,"


0546",Cottonee,Grass Fairy,280,40,27,60,37,50,66
5521,"


0547",Whimsicott,Grass Fairy,480,60,67,85,77,75,116
5522,"


0548",Petilil,Grass ,280,45,35,50,70,50,30
5523,"


0549",Lilligant,Grass ,480,70,60,75,110,75,90
5524,"


0549",Lilligant Hisuian Lilligant,Grass Fighting,480,70,105,75,50,75,105
5525,"


0550",Basculin Red-Striped Form,Water ,460,70,92,65,80,55,98
5526,"


0550",Basculin Blue-Striped Form,Water ,460,70,92,65,80,55,98
5527,"


0550",Basculin White-Striped Form,Water ,460,70,92,65,80,55,98
5528,"


0551",Sandile,Ground Dark,292,50,72,35,35,35,65
5529,"


0552",Krokorok,Ground Dark,351,60,82,45,45,45,74
5530,"


0553",Krookodile,Ground Dark,519,95,117,80,65,70,92
5531,"


0554",Darumaka,Fire ,315,70,90,45,15,45,50
5532,"


0554",Darumaka Galarian Darumaka,Ice ,315,70,90,45,15,45,50
5533,"


0555",Darmanitan Standard Mode,Fire ,480,105,140,55,30,55,95
5534,"


0555",Darmanitan Zen Mode,Fire Psychic,540,105,30,105,140,105,55
5535,"


0555",Darmanitan Galarian Standard Mode,Ice ,480,105,140,55,30,55,95
5536,"


0555",Darmanitan Galarian Zen Mode,Ice Fire,540,105,160,55,30,55,135
5537,"


0556",Maractus,Grass ,461,75,86,67,106,67,60
5538,"


0557",Dwebble,Bug Rock,325,50,65,85,35,35,55
5539,"


0558",Crustle,Bug Rock,485,70,105,125,65,75,45
5540,"


0559",Scraggy,Dark Fighting,348,50,75,70,35,70,48
5541,"


0560",Scrafty,Dark Fighting,488,65,90,115,45,115,58
5542,"


0561",Sigilyph,Psychic Flying,490,72,58,80,103,80,97
5543,"


0562",Yamask,Ghost ,303,38,30,85,55,65,30
5544,"


0562",Yamask Galarian Yamask,Ground Ghost,303,38,55,85,30,65,30
5545,"


0563",Cofagrigus,Ghost ,483,58,50,145,95,105,30
5546,"


0564",Tirtouga,Water Rock,355,54,78,103,53,45,22
5547,"


0565",Carracosta,Water Rock,495,74,108,133,83,65,32
5548,"


0566",Archen,Rock Flying,401,55,112,45,74,45,70
5549,"


0567",Archeops,Rock Flying,567,75,140,65,112,65,110
5550,"


0568",Trubbish,Poison ,329,50,50,62,40,62,65
5551,"


0569",Garbodor,Poison ,474,80,95,82,60,82,75
5552,"


0570",Zorua,Dark ,330,40,65,40,80,40,65
5553,"


0570",Zorua Hisuian Zorua,Normal Ghost,330,35,60,40,85,40,70
5554,"


0571",Zoroark,Dark ,510,60,105,60,120,60,105
5555,"


0571",Zoroark Hisuian Zoroark,Normal Ghost,510,55,100,60,125,60,110
5556,"


0572",Minccino,Normal ,300,55,50,40,40,40,75
5557,"


0573",Cinccino,Normal ,470,75,95,60,65,60,115
5558,"


0574",Gothita,Psychic ,290,45,30,50,55,65,45
5559,"


0575",Gothorita,Psychic ,390,60,45,70,75,85,55
5560,"


0576",Gothitelle,Psychic ,490,70,55,95,95,110,65
5561,"


0577",Solosis,Psychic ,290,45,30,40,105,50,20
5562,"


0578",Duosion,Psychic ,370,65,40,50,125,60,30
5563,"


0579",Reuniclus,Psychic ,490,110,65,75,125,85,30
5564,"


0580",Ducklett,Water Flying,305,62,44,50,44,50,55
5565,"


0581",Swanna,Water Flying,473,75,87,63,87,63,98
5566,"


0582",Vanillite,Ice ,305,36,50,50,65,60,44
5567,"


0583",Vanillish,Ice ,395,51,65,65,80,75,59
5568,"


0584",Vanilluxe,Ice ,535,71,95,85,110,95,79
5569,"


0585",Deerling,Normal Grass,335,60,60,50,40,50,75
5570,"


0586",Sawsbuck,Normal Grass,475,80,100,70,60,70,95
5571,"


0587",Emolga,Electric Flying,428,55,75,60,75,60,103
5572,"


0588",Karrablast,Bug ,315,50,75,45,40,45,60
5573,"


0589",Escavalier,Bug Steel,495,70,135,105,60,105,20
5574,"


0590",Foongus,Grass Poison,294,69,55,45,55,55,15
5575,"


0591",Amoonguss,Grass Poison,464,114,85,70,85,80,30
5576,"


0592",Frillish,Water Ghost,335,55,40,50,65,85,40
5577,"


0593",Jellicent,Water Ghost,480,100,60,70,85,105,60
5578,"


0594",Alomomola,Water ,470,165,75,80,40,45,65
5579,"


0595",Joltik,Bug Electric,319,50,47,50,57,50,65
5580,"


0596",Galvantula,Bug Electric,472,70,77,60,97,60,108
5581,"


0597",Ferroseed,Grass Steel,305,44,50,91,24,86,10
5582,"


0598",Ferrothorn,Grass Steel,489,74,94,131,54,116,20
5583,"


0599",Klink,Steel ,300,40,55,70,45,60,30
5584,"


0600",Klang,Steel ,440,60,80,95,70,85,50
5585,"


0601",Klinklang,Steel ,520,60,100,115,70,85,90
5586,"


0602",Tynamo,Electric ,275,35,55,40,45,40,60
5587,"


0603",Eelektrik,Electric ,405,65,85,70,75,70,40
5588,"


0604",Eelektross,Electric ,515,85,115,80,105,80,50
5589,"


0605",Elgyem,Psychic ,335,55,55,55,85,55,30
5590,"


0606",Beheeyem,Psychic ,485,75,75,75,125,95,40
5591,"


0607",Litwick,Ghost Fire,275,50,30,55,65,55,20
5592,"


0608",Lampent,Ghost Fire,370,60,40,60,95,60,55
5593,"


0609",Chandelure,Ghost Fire,520,60,55,90,145,90,80
5594,"


0610",Axew,Dragon ,320,46,87,60,30,40,57
5595,"


0611",Fraxure,Dragon ,410,66,117,70,40,50,67
5596,"


0612",Haxorus,Dragon ,540,76,147,90,60,70,97
5597,"


0613",Cubchoo,Ice ,305,55,70,40,60,40,40
5598,"


0614",Beartic,Ice ,505,95,130,80,70,80,50
5599,"


0615",Cryogonal,Ice ,515,80,50,50,95,135,105
5600,"


0616",Shelmet,Bug ,305,50,40,85,40,65,25
5601,"


0617",Accelgor,Bug ,495,80,70,40,100,60,145
5602,"


0618",Stunfisk,Ground Electric,471,109,66,84,81,99,32
5603,"


0618",Stunfisk Galarian Stunfisk,Ground Steel,471,109,81,99,66,84,32
5604,"


0619",Mienfoo,Fighting ,350,45,85,50,55,50,65
5605,"


0620",Mienshao,Fighting ,510,65,125,60,95,60,105
5606,"


0621",Druddigon,Dragon ,485,77,120,90,60,90,48
5607,"


0622",Golett,Ground Ghost,303,59,74,50,35,50,35
5608,"


0623",Golurk,Ground Ghost,483,89,124,80,55,80,55
5609,"


0624",Pawniard,Dark Steel,340,45,85,70,40,40,60
5610,"


0625",Bisharp,Dark Steel,490,65,125,100,60,70,70
5611,"


0626",Bouffalant,Normal ,490,95,110,95,40,95,55
5612,"


0627",Rufflet,Normal Flying,350,70,83,50,37,50,60
5613,"


0628",Braviary,Normal Flying,510,100,123,75,57,75,80
5614,"


0628",Braviary Hisuian Braviary,Psychic Flying,510,110,83,70,112,70,65
5615,"


0629",Vullaby,Dark Flying,370,70,55,75,45,65,60
5616,"


0630",Mandibuzz,Dark Flying,510,110,65,105,55,95,80
5617,"


0631",Heatmor,Fire ,484,85,97,66,105,66,65
5618,"


0632",Durant,Bug Steel,484,58,109,112,48,48,109
5619,"


0633",Deino,Dark Dragon,300,52,65,50,45,50,38
5620,"


0634",Zweilous,Dark Dragon,420,72,85,70,65,70,58
5621,"


0635",Hydreigon,Dark Dragon,600,92,105,90,125,90,98
5622,"


0636",Larvesta,Bug Fire,360,55,85,55,50,55,60
5623,"


0637",Volcarona,Bug Fire,550,85,60,65,135,105,100
5624,"


0638",Cobalion,Steel Fighting,580,91,90,129,90,72,108
5625,"


0639",Terrakion,Rock Fighting,580,91,129,90,72,90,108
5626,"


0640",Virizion,Grass Fighting,580,91,90,72,90,129,108
5627,"


0641",Tornadus Incarnate Forme,Flying ,580,79,115,70,125,80,111
5628,"


0641",Tornadus Therian Forme,Flying ,580,79,100,80,110,90,121
5629,"


0642",Thundurus Incarnate Forme,Electric Flying,580,79,115,70,125,80,111
5630,"


0642",Thundurus Therian Forme,Electric Flying,580,79,105,70,145,80,101
5631,"


0643",Reshiram,Dragon Fire,680,100,120,100,150,120,90
5632,"


0644",Zekrom,Dragon Electric,680,100,150,120,120,100,90
5633,"


0645",Landorus Incarnate Forme,Ground Flying,600,89,125,90,115,80,101
5634,"


0645",Landorus Therian Forme,Ground Flying,600,89,145,90,105,80,91
5635,"


0646",Kyurem,Dragon Ice,660,125,130,90,130,90,95
5636,"


0646",Kyurem White Kyurem,Dragon Ice,700,125,120,90,170,100,95
5637,"


0646",Kyurem Black Kyurem,Dragon Ice,700,125,170,100,120,90,95
5638,"


0647",Keldeo Ordinary Form,Water Fighting,580,91,72,90,129,90,108
5639,"


0647",Keldeo Resolute Form,Water Fighting,580,91,72,90,129,90,108
5640,"


0648",Meloetta Aria Forme,Normal Psychic,600,100,77,77,128,128,90
5641,"


0648",Meloetta Pirouette Forme,Normal Fighting,600,100,128,90,77,77,128
5642,"


0649",Genesect,Bug Steel,600,71,120,95,120,95,99
5643,"


0650",Chespin,Grass ,313,56,61,65,48,45,38
5644,"


0651",Quilladin,Grass ,405,61,78,95,56,58,57
5645,"


0652",Chesnaught,Grass Fighting,530,88,107,122,74,75,64
5646,"


0653",Fennekin,Fire ,307,40,45,40,62,60,60
5647,"


0654",Braixen,Fire ,409,59,59,58,90,70,73
5648,"


0655",Delphox,Fire Psychic,534,75,69,72,114,100,104
5649,"


0656",Froakie,Water ,314,41,56,40,62,44,71
5650,"


0657",Frogadier,Water ,405,54,63,52,83,56,97
5651,"


0658",Greninja,Water Dark,530,72,95,67,103,71,122
5652,"


0658",Greninja Ash-Greninja,Water Dark,640,72,145,67,153,71,132
5653,"


0659",Bunnelby,Normal ,237,38,36,38,32,36,57
5654,"


0660",Diggersby,Normal Ground,423,85,56,77,50,77,78
5655,"


0661",Fletchling,Normal Flying,278,45,50,43,40,38,62
5656,"


0662",Fletchinder,Fire Flying,382,62,73,55,56,52,84
5657,"


0663",Talonflame,Fire Flying,499,78,81,71,74,69,126
5658,"


0664",Scatterbug,Bug ,200,38,35,40,27,25,35
5659,"


0665",Spewpa,Bug ,213,45,22,60,27,30,29
5660,"


0666",Vivillon,Bug Flying,411,80,52,50,90,50,89
5661,"


0667",Litleo,Fire Normal,369,62,50,58,73,54,72
5662,"


0668",Pyroar,Fire Normal,507,86,68,72,109,66,106
5663,"


0669",Flabébé,Fairy ,303,44,38,39,61,79,42
